turns,responses,turn_1_prompt,turn_1_instruction_id_list,turn_1_kwargs,turn_2_prompt,turn_2_instruction_id_list,turn_2_kwargs,turn_3_prompt,turn_3_instruction_id_list,turn_3_kwargs,key,turn_index,language
,,"{""role"": ""user"", ""content"": ""Darth Vader is angry with you, his server, because you assassinated a fake Jedi. Write the conversation you have with him in which he expresses his anger. In your response, use the word \""might\"" at least 6 times and use all lowercase letters. Make sure to break the conversation down to 3 parts, separated by ***, such as:\n[conversation part 1]\n***\n[conversation part 2]\n***\n[conversation part 3]""}","[""keywords:frequency"", ""change_case:english_lowercase"", ""length_constraints:number_paragraphs""]","[""{\""relation\"": \""at least\"", \""keyword\"": \""might\"", \""frequency\"": 6}"", ""{}"", ""{\""num_paragraphs\"": 3}""]","{""role"": ""user"", ""content"": ""The text should contain a postscript marker, specifically the phrase \""P.S.\"", which indicates additional information or a final thought.""}","[""keywords:frequency"", ""change_case:english_lowercase"", ""length_constraints:number_paragraphs"", ""detectable_content:postscript""]","[""{\""relation\"": \""at least\"", \""keyword\"": \""might\"", \""frequency\"": 6}"", ""{}"", ""{\""num_paragraphs\"": 3}"", ""{\""postscript_marker\"": \""P.S.\""}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""i understand and will not fail you again.\"" No other words should follow this phrase.""}","[""keywords:frequency"", ""change_case:english_lowercase"", ""length_constraints:number_paragraphs"", ""detectable_content:postscript"", ""startend:end_checker""]","[""{\""relation\"": \""at least\"", \""keyword\"": \""might\"", \""frequency\"": 6}"", ""{}"", ""{\""num_paragraphs\"": 3}"", ""{\""postscript_marker\"": \""P.S.\""}"", ""{\""end_phrase\"": \""i understand and will not fail you again.\""}""]",2943:2:en,0,English
,,"{""role"": ""user"", ""content"": ""Darth Vader is angry with you, his server, because you assassinated a fake Jedi. Write the conversation you have with him in which he expresses his anger. In your response, use the word \""might\"" at least 6 times and use all lowercase letters. Make sure to break the conversation down to 3 parts, separated by ***, such as:\n[conversation part 1]\n***\n[conversation part 2]\n***\n[conversation part 3]""}","[""keywords:frequency"", ""change_case:english_lowercase"", ""length_constraints:number_paragraphs""]","[""{\""relation\"": \""at least\"", \""keyword\"": \""might\"", \""frequency\"": 6}"", ""{}"", ""{\""num_paragraphs\"": 3}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""keywords:frequency"", ""change_case:english_lowercase"", ""length_constraints:number_paragraphs"", ""detectable_format:title""]","[""{\""relation\"": \""at least\"", \""keyword\"": \""might\"", \""frequency\"": 6}"", ""{}"", ""{\""num_paragraphs\"": 3}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""i understand and will not fail you again.\"" No other words should follow this phrase.""}","[""keywords:frequency"", ""change_case:english_lowercase"", ""length_constraints:number_paragraphs"", ""detectable_format:title"", ""startend:end_checker""]","[""{\""relation\"": \""at least\"", \""keyword\"": \""might\"", \""frequency\"": 6}"", ""{}"", ""{\""num_paragraphs\"": 3}"", ""{}"", ""{\""end_phrase\"": \""i understand and will not fail you again.\""}""]",2943:16:en,0,English
,,"{""role"": ""user"", ""content"": ""Write an elaborate compliment to Kruger in all lowercase letters and no capital letters. The word hughes should appear less than 2 times. Your response should be at least 100 words.""}","[""keywords:frequency"", ""change_case:english_lowercase"", ""length_constraints:number_words""]","[""{\""relation\"": \""less than\"", \""keyword\"": \""hughes\"", \""frequency\"": 2}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 100}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""keywords:frequency"", ""change_case:english_lowercase"", ""length_constraints:number_words"", ""detectable_format:title""]","[""{\""relation\"": \""less than\"", \""keyword\"": \""hughes\"", \""frequency\"": 2}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 100}"", ""{}""]","{""role"": ""user"", ""content"": ""The text should contain a postscript marker, specifically the phrase \""P.S.\"", which indicates additional information or a final thought.""}","[""keywords:frequency"", ""change_case:english_lowercase"", ""length_constraints:number_words"", ""detectable_format:title"", ""detectable_content:postscript""]","[""{\""relation\"": \""less than\"", \""keyword\"": \""hughes\"", \""frequency\"": 2}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 100}"", ""{}"", ""{\""postscript_marker\"": \""P.S.\""}""]",296:14:en,0,English
,,"{""role"": ""user"", ""content"": ""Write an elaborate compliment to Kruger in all lowercase letters and no capital letters. The word hughes should appear less than 2 times. Your response should be at least 100 words.""}","[""keywords:frequency"", ""change_case:english_lowercase"", ""length_constraints:number_words""]","[""{\""relation\"": \""less than\"", \""keyword\"": \""hughes\"", \""frequency\"": 2}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 100}""]","{""role"": ""user"", ""content"": ""You should provide two responses. Separate your two responses with six asterisks (******)""}","[""keywords:frequency"", ""change_case:english_lowercase"", ""length_constraints:number_words"", ""combination:two_responses""]","[""{\""relation\"": \""less than\"", \""keyword\"": \""hughes\"", \""frequency\"": 2}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 100}"", ""{}""]","{""role"": ""user"", ""content"": ""The text should contain a postscript marker, specifically the phrase \""P.S.\"", which indicates additional information or a final thought.""}","[""keywords:frequency"", ""change_case:english_lowercase"", ""length_constraints:number_words"", ""combination:two_responses"", ""detectable_content:postscript""]","[""{\""relation\"": \""less than\"", \""keyword\"": \""hughes\"", \""frequency\"": 2}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 100}"", ""{}"", ""{\""postscript_marker\"": \""P.S.\""}""]",296:17:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a JSON schema for a beta cruiser that includes at least one placeholder represented by square brackets. The response must be in English and all lowercase letters.""}","[""detectable_content:number_placeholders"", ""change_case:english_lowercase""]","[""{\""num_placeholders\"": 1}"", ""{}""]","{""role"": ""user"", ""content"": ""The response should contain at least 10 sentences.""}","[""detectable_content:number_placeholders"", ""change_case:english_lowercase"", ""length_constraints:number_sentences""]","[""{\""num_placeholders\"": 1}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_sentences\"": 10}""]","{""role"": ""user"", ""content"": ""Your response should include the word type less than 2 times.""}","[""detectable_content:number_placeholders"", ""change_case:english_lowercase"", ""length_constraints:number_sentences"", ""keywords:frequency""]","[""{\""num_placeholders\"": 1}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_sentences\"": 10}"", ""{\""relation\"": \""less than\"", \""keyword\"": \""type\"", \""frequency\"": 2}""]",3035:8:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a JSON schema for a beta cruiser that includes at least one placeholder represented by square brackets. The response must be in English and all lowercase letters.""}","[""detectable_content:number_placeholders"", ""change_case:english_lowercase""]","[""{\""num_placeholders\"": 1}"", ""{}""]","{""role"": ""user"", ""content"": ""There should be 8 sections highlighted with markdown, example: *highlighted section*.""}","[""detectable_content:number_placeholders"", ""change_case:english_lowercase"", ""detectable_format:number_highlighted_sections""]","[""{\""num_placeholders\"": 1}"", ""{}"", ""{\""num_highlights\"": 8}""]","{""role"": ""user"", ""content"": ""Your response must contain at least 164 words.""}","[""detectable_content:number_placeholders"", ""change_case:english_lowercase"", ""detectable_format:number_highlighted_sections"", ""length_constraints:number_words""]","[""{\""num_placeholders\"": 1}"", ""{}"", ""{\""num_highlights\"": 8}"", ""{\""relation\"": \""at least\"", \""num_words\"": 164}""]",3035:15:en,0,English
,,"{""role"": ""user"", ""content"": ""Describe how to proof Cauchy\u2013Schwarz inequality. Make sure your ENTIRE response is in only the Marathi language, no other languages allowed. Do not write long equations. Your response must be in the following exact format, and use *** as the section separator:\n\n[Section 1: Description of Cauchy\u2013Schwarz inequality, in Marathi language]\n***\n[Section 2: Describe how to proof Cauchy\u2013Schwarz inequality, in Marathi language, without equations]\n***\n[Section 3: Brief summary, in Marathi language]""}","[""length_constraints:number_paragraphs"", ""language:response_language""]","[""{\""num_paragraphs\"": 3}"", ""{\""language\"": \""mr\""}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""he lekh cauchy-schwarz asamatachya pramanikaranache saaransh dakhavto.\"" No other words should follow this phrase.""}","[""length_constraints:number_paragraphs"", ""language:response_language"", ""startend:end_checker""]","[""{\""num_paragraphs\"": 3}"", ""{\""language\"": \""mr\""}"", ""{\""end_phrase\"": \""he lekh cauchy-schwarz asamatachya pramanikaranache saaransh dakhavto.\""}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: ganiteeya, adhishthapana, padarth.""}","[""length_constraints:number_paragraphs"", ""language:response_language"", ""startend:end_checker"", ""keywords:existence""]","[""{\""num_paragraphs\"": 3}"", ""{\""language\"": \""mr\""}"", ""{\""end_phrase\"": \""he lekh cauchy-schwarz asamatachya pramanikaranache saaransh dakhavto.\""}"", ""{\""keywords\"": [\""ganiteeya\"", \""adhishthapana\"", \""padarth\""]}""]",3063:14:en,0,English
,,"{""role"": ""user"", ""content"": ""Describe how to proof Cauchy\u2013Schwarz inequality. Make sure your ENTIRE response is in only the Marathi language, no other languages allowed. Do not write long equations. Your response must be in the following exact format, and use *** as the section separator:\n\n[Section 1: Description of Cauchy\u2013Schwarz inequality, in Marathi language]\n***\n[Section 2: Describe how to proof Cauchy\u2013Schwarz inequality, in Marathi language, without equations]\n***\n[Section 3: Brief summary, in Marathi language]""}","[""length_constraints:number_paragraphs"", ""language:response_language""]","[""{\""num_paragraphs\"": 3}"", ""{\""language\"": \""mr\""}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: sankalpana, vector, apratyaksh.""}","[""length_constraints:number_paragraphs"", ""language:response_language"", ""keywords:existence""]","[""{\""num_paragraphs\"": 3}"", ""{\""language\"": \""mr\""}"", ""{\""keywords\"": [\""sankalpana\"", \""vector\"", \""apratyaksh\""]}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""he lekh cauchy-schwarz asamatachya pramanikaranache saaransh dakhavto.\"" No other words should follow this phrase.""}","[""length_constraints:number_paragraphs"", ""language:response_language"", ""keywords:existence"", ""startend:end_checker""]","[""{\""num_paragraphs\"": 3}"", ""{\""language\"": \""mr\""}"", ""{\""keywords\"": [\""sankalpana\"", \""vector\"", \""apratyaksh\""]}"", ""{\""end_phrase\"": \""he lekh cauchy-schwarz asamatachya pramanikaranache saaransh dakhavto.\""}""]",3063:15:en,0,English
,,"{""role"": ""user"", ""content"": ""Can you create an itinerary for a 5 day trip to switzerland that includes exactly 3 bullet points in markdown format, in all lowercase letters, and a postscript at the end starting with P.S.?""}","[""detectable_format:number_bullet_lists"", ""change_case:english_lowercase"", ""detectable_content:postscript""]","[""{\""num_bullets\"": 3}"", ""{}"", ""{\""postscript_marker\"": \""P.S.\""}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""detectable_format:number_bullet_lists"", ""change_case:english_lowercase"", ""detectable_content:postscript"", ""startend:quotation""]","[""{\""num_bullets\"": 3}"", ""{}"", ""{\""postscript_marker\"": \""P.S.\""}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: lake, chocolate, lucerne.""}","[""detectable_format:number_bullet_lists"", ""change_case:english_lowercase"", ""detectable_content:postscript"", ""startend:quotation"", ""keywords:forbidden_words""]","[""{\""num_bullets\"": 3}"", ""{}"", ""{\""postscript_marker\"": \""P.S.\""}"", ""{}"", ""{\""forbidden_words\"": [\""lake\"", \""chocolate\"", \""lucerne\""]}""]",3069:8:en,0,English
,,"{""role"": ""user"", ""content"": ""Can you create an itinerary for a 5 day trip to switzerland that includes exactly 3 bullet points in markdown format, in all lowercase letters, and a postscript at the end starting with P.S.?""}","[""detectable_format:number_bullet_lists"", ""change_case:english_lowercase"", ""detectable_content:postscript""]","[""{\""num_bullets\"": 3}"", ""{}"", ""{\""postscript_marker\"": \""P.S.\""}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""detectable_format:number_bullet_lists"", ""change_case:english_lowercase"", ""detectable_content:postscript"", ""startend:quotation""]","[""{\""num_bullets\"": 3}"", ""{}"", ""{\""postscript_marker\"": \""P.S.\""}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: mountains, museum, chocolate.""}","[""detectable_format:number_bullet_lists"", ""change_case:english_lowercase"", ""detectable_content:postscript"", ""startend:quotation"", ""keywords:forbidden_words""]","[""{\""num_bullets\"": 3}"", ""{}"", ""{\""postscript_marker\"": \""P.S.\""}"", ""{}"", ""{\""forbidden_words\"": [\""mountains\"", \""museum\"", \""chocolate\""]}""]",3069:14:en,0,English
